"X01" "X02" "X03" "X04" "X05" "X06" "X07" "X08" "X09" "X10" "X11" "X12" "X13" "X14" "X15" "X16" "X17" "X18" "X19" "X20"
218 36 0.03 20.27 182 34 0.05 20.79 208 34 0.27 19.24 209 32 0.07 19.86 195 33 0.03 19.27
182 34 0.05 20.79 208 34 0.27 19.24 209 32 0.07 19.86 195 33 0.03 19.27 214 34 0.04 20.82
208 34 0.27 19.24 209 32 0.07 19.86 195 33 0.03 19.27 214 34 0.04 20.82 193 32 0.17 18.39
209 32 0.07 19.86 195 33 0.03 19.27 214 34 0.04 20.82 193 32 0.17 18.39 216 32 0.04 19.29
195 33 0.03 19.27 214 34 0.04 20.82 193 32 0.17 18.39 216 32 0.04 19.29 236 32 0.19 18.98
214 34 0.04 20.82 193 32 0.17 18.39 216 32 0.04 19.29 236 32 0.19 18.98 214 32 0.04 21.1
193 32 0.17 18.39 216 32 0.04 19.29 236 32 0.19 18.98 214 32 0.04 21.1 181 33 0.01 20.86
216 32 0.04 19.29 236 32 0.19 18.98 214 32 0.04 21.1 181 33 0.01 20.86 213 31 0.01 20.17
236 32 0.19 18.98 214 32 0.04 21.1 181 33 0.01 20.86 213 31 0.01 20.17 202 34 0.14 21.61
214 32 0.04 21.1 181 33 0.01 20.86 213 31 0.01 20.17 202 34 0.14 21.61 193 33 0.06 20.86
181 33 0.01 20.86 213 31 0.01 20.17 202 34 0.14 21.61 193 33 0.06 20.86 209 33 0.04 21.16
213 31 0.01 20.17 202 34 0.14 21.61 193 33 0.06 20.86 209 33 0.04 21.16 223 31 0.09 19.89
202 34 0.14 21.61 193 33 0.06 20.86 209 33 0.04 21.16 223 31 0.09 19.89 186 33 0.13 20.78
193 33 0.06 20.86 209 33 0.04 21.16 223 31 0.09 19.89 186 33 0.13 20.78 209 32 0.03 19.04
209 33 0.04 21.16 223 31 0.09 19.89 186 33 0.13 20.78 209 32 0.03 19.04 218 32 0.14 19.25
223 31 0.09 19.89 186 33 0.13 20.78 209 32 0.03 19.04 218 32 0.14 19.25 229 33 0.02 20.85
186 33 0.13 20.78 209 32 0.03 19.04 218 32 0.14 19.25 229 33 0.02 20.85 237 33 0.13 20.4
209 32 0.03 19.04 218 32 0.14 19.25 229 33 0.02 20.85 237 33 0.13 20.4 247 32 0.07 19.39
218 32 0.14 19.25 229 33 0.02 20.85 237 33 0.13 20.4 247 32 0.07 19.39 224 33 0.12 20.46
229 33 0.02 20.85 237 33 0.13 20.4 247 32 0.07 19.39 224 33 0.12 20.46 207 34 0.04 19.66
237 33 0.13 20.4 247 32 0.07 19.39 224 33 0.12 20.46 207 34 0.04 19.66 205 33 0.04 20.14
247 32 0.07 19.39 224 33 0.12 20.46 207 34 0.04 19.66 205 33 0.04 20.14 194 33 0.03 19.38
224 33 0.12 20.46 207 34 0.04 19.66 205 33 0.04 20.14 194 33 0.03 19.38 231 33 0.03 19.46
207 34 0.04 19.66 205 33 0.04 20.14 194 33 0.03 19.38 231 33 0.03 19.46 209 33 0.06 20.69
205 33 0.04 20.14 194 33 0.03 19.38 231 33 0.03 19.46 209 33 0.06 20.69 199 34 0.02 20.44
194 33 0.03 19.38 231 33 0.03 19.46 209 33 0.06 20.69 199 34 0.02 20.44 217 34 0.03 20.45
231 33 0.03 19.46 209 33 0.06 20.69 199 34 0.02 20.44 217 34 0.03 20.45 229 33 0.04 19.39
209 33 0.06 20.69 199 34 0.02 20.44 217 34 0.03 20.45 229 33 0.04 19.39 212 33 0.06 19.85
199 34 0.02 20.44 217 34 0.03 20.45 229 33 0.04 19.39 212 33 0.06 19.85 231 33 0.03 19.29
217 34 0.03 20.45 229 33 0.04 19.39 212 33 0.06 19.85 231 33 0.03 19.29 198 32 0.08 20.18
229 33 0.04 19.39 212 33 0.06 19.85 231 33 0.03 19.29 198 32 0.08 20.18 222 34 0.04 21.05
212 33 0.06 19.85 231 33 0.03 19.29 198 32 0.08 20.18 222 34 0.04 21.05 232 34 0.09 20.09
231 33 0.03 19.29 198 32 0.08 20.18 222 34 0.04 21.05 232 34 0.09 20.09 247 34 0.07 20.04
198 32 0.08 20.18 222 34 0.04 21.05 232 34 0.09 20.09 247 34 0.07 20.04 201 34 0.09 20.33
222 34 0.04 21.05 232 34 0.09 20.09 247 34 0.07 20.04 201 34 0.09 20.33 215 33 0.01 19.31
232 34 0.09 20.09 247 34 0.07 20.04 201 34 0.09 20.33 215 33 0.01 19.31 199 34 0.06 19.98
247 34 0.07 20.04 201 34 0.09 20.33 215 33 0.01 19.31 199 34 0.06 19.98 216 34 0.03 21.08
201 34 0.09 20.33 215 33 0.01 19.31 199 34 0.06 19.98 216 34 0.03 21.08 260 34 0.24 21.06
215 33 0.01 19.31 199 34 0.06 19.98 216 34 0.03 21.08 260 34 0.24 21.06 238 35 0.16 20.84
199 34 0.06 19.98 216 34 0.03 21.08 260 34 0.24 21.06 238 35 0.16 20.84 249 32 0.07 19.23
216 34 0.03 21.08 260 34 0.24 21.06 238 35 0.16 20.84 249 32 0.07 19.23 236 34 0.17 20.22
260 34 0.24 21.06 238 35 0.16 20.84 249 32 0.07 19.23 236 34 0.17 20.22 224 33 0.08 19.65
238 35 0.16 20.84 249 32 0.07 19.23 236 34 0.17 20.22 224 33 0.08 19.65 220 33 0.07 20.14
249 32 0.07 19.23 236 34 0.17 20.22 224 33 0.08 19.65 220 33 0.07 20.14 242 33 0.02 20.73
236 34 0.17 20.22 224 33 0.08 19.65 220 33 0.07 20.14 242 33 0.02 20.73 206 34 0.03 20.91
224 33 0.08 19.65 220 33 0.07 20.14 242 33 0.02 20.73 206 34 0.03 20.91 201 31 0.04 19.01
220 33 0.07 20.14 242 33 0.02 20.73 206 34 0.03 20.91 201 31 0.04 19.01 211 32 0.04 19.41
242 33 0.02 20.73 206 34 0.03 20.91 201 31 0.04 19.01 211 32 0.04 19.41 216 34 0.03 21.71
206 34 0.03 20.91 201 31 0.04 19.01 211 32 0.04 19.41 216 34 0.03 21.71 188 33 0.03 20.99
201 31 0.04 19.01 211 32 0.04 19.41 216 34 0.03 21.71 188 33 0.03 20.99 234 34 0.05 21.25
211 32 0.04 19.41 216 34 0.03 21.71 188 33 0.03 20.99 234 34 0.05 21.25 188 33 0.05 21.88
216 34 0.03 21.71 188 33 0.03 20.99 234 34 0.05 21.25 188 33 0.05 21.88 196 33 0.03 21.01
188 33 0.03 20.99 234 34 0.05 21.25 188 33 0.05 21.88 196 33 0.03 21.01 200 32 0.01 20.18
234 34 0.05 21.25 188 33 0.05 21.88 196 33 0.03 21.01 200 32 0.01 20.18 232 32 0.04 20.9
188 33 0.05 21.88 196 33 0.03 21.01 200 32 0.01 20.18 232 32 0.04 20.9 241 33 0.17 19.89
196 33 0.03 21.01 200 32 0.01 20.18 232 32 0.04 20.9 241 33 0.17 19.89 250 31 0.06 18.72
200 32 0.01 20.18 232 32 0.04 20.9 241 33 0.17 19.89 250 31 0.06 18.72 231 31 0.04 19.8
232 32 0.04 20.9 241 33 0.17 19.89 250 31 0.06 18.72 231 31 0.04 19.8 198 34 0.03 22.77
241 33 0.17 19.89 250 31 0.06 18.72 231 31 0.04 19.8 198 34 0.03 22.77 222 34 0.02 20.34
250 31 0.06 18.72 231 31 0.04 19.8 198 34 0.03 22.77 222 34 0.02 20.34 210 34 0.03 20.88
231 31 0.04 19.8 198 34 0.03 22.77 222 34 0.02 20.34 210 34 0.03 20.88 193 31 0.03 20.45
198 34 0.03 22.77 222 34 0.02 20.34 210 34 0.03 20.88 193 31 0.03 20.45 212 33 0.03 19.92
222 34 0.02 20.34 210 34 0.03 20.88 193 31 0.03 20.45 212 33 0.03 19.92 229 32 0.02 20.11
210 34 0.03 20.88 193 31 0.03 20.45 212 33 0.03 19.92 229 32 0.02 20.11 203 33 0.07 21.44
193 31 0.03 20.45 212 33 0.03 19.92 229 32 0.02 20.11 203 33 0.07 21.44 191 34 0.04 21.36
212 33 0.03 19.92 229 32 0.02 20.11 203 33 0.07 21.44 191 34 0.04 21.36 204 36 0.16 22.23
229 32 0.02 20.11 203 33 0.07 21.44 191 34 0.04 21.36 204 36 0.16 22.23 189 34 0.07 20.39
203 33 0.07 21.44 191 34 0.04 21.36 204 36 0.16 22.23 189 34 0.07 20.39 190 33 0.03 19.99
191 34 0.04 21.36 204 36 0.16 22.23 189 34 0.07 20.39 190 33 0.03 19.99 192 35 0.04 20.98
204 36 0.16 22.23 189 34 0.07 20.39 190 33 0.03 19.99 192 35 0.04 20.98 172 33 0.04 20.91
189 34 0.07 20.39 190 33 0.03 19.99 192 35 0.04 20.98 172 33 0.04 20.91 196 34 0.04 20.66
190 33 0.03 19.99 192 35 0.04 20.98 172 33 0.04 20.91 196 34 0.04 20.66 205 32 0.14 19.15
192 35 0.04 20.98 172 33 0.04 20.91 196 34 0.04 20.66 205 32 0.14 19.15 219 33 0.05 20.01
172 33 0.04 20.91 196 34 0.04 20.66 205 32 0.14 19.15 219 33 0.05 20.01 182 34 0.13 20.89
196 34 0.04 20.66 205 32 0.14 19.15 219 33 0.05 20.01 182 34 0.13 20.89 173 33 0.06 20.93
205 32 0.14 19.15 219 33 0.05 20.01 182 34 0.13 20.89 173 33 0.06 20.93 185 33 0.07 21.07
219 33 0.05 20.01 182 34 0.13 20.89 173 33 0.06 20.93 185 33 0.07 21.07 194 32 0.17 19.56
182 34 0.13 20.89 173 33 0.06 20.93 185 33 0.07 21.07 194 32 0.17 19.56 195 33 0.07 21.46
173 33 0.06 20.93 185 33 0.07 21.07 194 32 0.17 19.56 195 33 0.07 21.46 224 33 0.04 21.01
185 33 0.07 21.07 194 32 0.17 19.56 195 33 0.07 21.46 224 33 0.04 21.01 189 36 0.04 22.84
194 32 0.17 19.56 195 33 0.07 21.46 224 33 0.04 21.01 189 36 0.04 22.84 176 35 0.02 22.06
195 33 0.07 21.46 224 33 0.04 21.01 189 36 0.04 22.84 176 35 0.02 22.06 185 33 0.21 21.74
224 33 0.04 21.01 189 36 0.04 22.84 176 35 0.02 22.06 185 33 0.21 21.74 180 34 0.03 22.16
189 36 0.04 22.84 176 35 0.02 22.06 185 33 0.21 21.74 180 34 0.03 22.16 182 33 0.04 20.89
176 35 0.02 22.06 185 33 0.21 21.74 180 34 0.03 22.16 182 33 0.04 20.89 202 34 0.04 21.54
185 33 0.21 21.74 180 34 0.03 22.16 182 33 0.04 20.89 202 34 0.04 21.54 181 32 0.01 20.08
180 34 0.03 22.16 182 33 0.04 20.89 202 34 0.04 21.54 181 32 0.01 20.08 214 32 0.1 20.19
182 33 0.04 20.89 202 34 0.04 21.54 181 32 0.01 20.08 214 32 0.1 20.19 185 34 0.03 19.93
202 34 0.04 21.54 181 32 0.01 20.08 214 32 0.1 20.19 185 34 0.03 19.93 227 34 0.02 19.93
181 32 0.01 20.08 214 32 0.1 20.19 185 34 0.03 19.93 227 34 0.02 19.93 191 34 0.04 21.08
214 32 0.1 20.19 185 34 0.03 19.93 227 34 0.02 19.93 191 34 0.04 21.08 189 34 0.07 20.91
185 34 0.03 19.93 227 34 0.02 19.93 191 34 0.04 21.08 189 34 0.07 20.91 177 34 0.01 20.31
227 34 0.02 19.93 191 34 0.04 21.08 189 34 0.07 20.91 177 34 0.01 20.31 205 35 0.05 21.51
191 34 0.04 21.08 189 34 0.07 20.91 177 34 0.01 20.31 205 35 0.05 21.51 186 33 0.03 20.49
189 34 0.07 20.91 177 34 0.01 20.31 205 35 0.05 21.51 186 33 0.03 20.49 160 35 0.02 21.24
177 34 0.01 20.31 205 35 0.05 21.51 186 33 0.03 20.49 160 35 0.02 21.24 185 34 0.11 20.14
205 35 0.05 21.51 186 33 0.03 20.49 160 35 0.02 21.24 185 34 0.11 20.14 219 35 0.12 22.44
186 33 0.03 20.49 160 35 0.02 21.24 185 34 0.11 20.14 219 35 0.12 22.44 185 32 0.02 19.98
160 35 0.02 21.24 185 34 0.11 20.14 219 35 0.12 22.44 185 32 0.02 19.98 191 35 0.08 21.89
185 34 0.11 20.14 219 35 0.12 22.44 185 32 0.02 19.98 191 35 0.08 21.89 198 32 0.06 21.28
219 35 0.12 22.44 185 32 0.02 19.98 191 35 0.08 21.89 198 32 0.06 21.28 162 33 0.02 21.64
185 32 0.02 19.98 191 35 0.08 21.89 198 32 0.06 21.28 162 33 0.02 21.64 185 35 0.04 22.02
191 35 0.08 21.89 198 32 0.06 21.28 162 33 0.02 21.64 185 35 0.04 22.02 199 33 0.07 20.94
198 32 0.06 21.28 162 33 0.02 21.64 185 35 0.04 22.02 199 33 0.07 20.94 213 35 0.06 22.94
162 33 0.02 21.64 185 35 0.04 22.02 199 33 0.07 20.94 213 35 0.06 22.94 245 34 0.06 22.2
185 35 0.04 22.02 199 33 0.07 20.94 213 35 0.06 22.94 245 34 0.06 22.2 189 34 0.05 21.64
199 33 0.07 20.94 213 35 0.06 22.94 245 34 0.06 22.2 189 34 0.05 21.64 200 33 0.07 20.82
213 35 0.06 22.94 245 34 0.06 22.2 189 34 0.05 21.64 200 33 0.07 20.82 209 33 0.03 20.78
245 34 0.06 22.2 189 34 0.05 21.64 200 33 0.07 20.82 209 33 0.03 20.78 169 33 0.02 19.92
189 34 0.05 21.64 200 33 0.07 20.82 209 33 0.03 20.78 169 33 0.02 19.92 181 35 0.14 19.44
200 33 0.07 20.82 209 33 0.03 20.78 169 33 0.02 19.92 181 35 0.14 19.44 190 33 0.17 20.48
209 33 0.03 20.78 169 33 0.02 19.92 181 35 0.14 19.44 190 33 0.17 20.48 200 33 0.21 20.26
169 33 0.02 19.92 181 35 0.14 19.44 190 33 0.17 20.48 200 33 0.21 20.26 173 35 0.02 20.21
181 35 0.14 19.44 190 33 0.17 20.48 200 33 0.21 20.26 173 35 0.02 20.21 189 35 0.07 20.14
190 33 0.17 20.48 200 33 0.21 20.26 173 35 0.02 20.21 189 35 0.07 20.14 231 34 0.24 19.26
200 33 0.21 20.26 173 35 0.02 20.21 189 35 0.07 20.14 231 34 0.24 19.26 173 33 0.04 19.81
173 35 0.02 20.21 189 35 0.07 20.14 231 34 0.24 19.26 173 33 0.04 19.81 187 34 0.2 20.57
189 35 0.07 20.14 231 34 0.24 19.26 173 33 0.04 19.81 187 34 0.2 20.57 171 35 0.05 20.04
231 34 0.24 19.26 173 33 0.04 19.81 187 34 0.2 20.57 171 35 0.05 20.04 182 35 0.19 21.18
173 33 0.04 19.81 187 34 0.2 20.57 171 35 0.05 20.04 182 35 0.19 21.18 223 34 0.16 19.72
187 34 0.2 20.57 171 35 0.05 20.04 182 35 0.19 21.18 223 34 0.16 19.72 175 35 0.04 19.84
171 35 0.05 20.04 182 35 0.19 21.18 223 34 0.16 19.72 175 35 0.04 19.84 182 36 0.09 20.77
182 35 0.19 21.18 223 34 0.16 19.72 175 35 0.04 19.84 182 36 0.09 20.77 203 35 0.04 20.49
223 34 0.16 19.72 175 35 0.04 19.84 182 36 0.09 20.77 203 35 0.04 20.49 186 34 0.01 19.68
175 35 0.04 19.84 182 36 0.09 20.77 203 35 0.04 20.49 186 34 0.01 19.68 228 35 0.17 21.85
182 36 0.09 20.77 203 35 0.04 20.49 186 34 0.01 19.68 228 35 0.17 21.85 207 36 0.06 21.36
203 35 0.04 20.49 186 34 0.01 19.68 228 35 0.17 21.85 207 36 0.06 21.36 176 34 0.02 20.32
186 34 0.01 19.68 228 35 0.17 21.85 207 36 0.06 21.36 176 34 0.02 20.32 182 35 0.03 21.89
228 35 0.17 21.85 207 36 0.06 21.36 176 34 0.02 20.32 182 35 0.03 21.89 221 36 0.07 20.59
207 36 0.06 21.36 176 34 0.02 20.32 182 35 0.03 21.89 221 36 0.07 20.59 195 34 0.02 20.36
176 34 0.02 20.32 182 35 0.03 21.89 221 36 0.07 20.59 195 34 0.02 20.36 180 36 0.04 21.19
182 35 0.03 21.89 221 36 0.07 20.59 195 34 0.02 20.36 180 36 0.04 21.19 223 37 0.16 23.83
221 36 0.07 20.59 195 34 0.02 20.36 180 36 0.04 21.19 223 37 0.16 23.83 184 35 0.02 22.83
195 34 0.02 20.36 180 36 0.04 21.19 223 37 0.16 23.83 184 35 0.02 22.83 184 33 0.03 21.09
180 36 0.04 21.19 223 37 0.16 23.83 184 35 0.02 22.83 184 33 0.03 21.09 230 36 0.07 23.23
223 37 0.16 23.83 184 35 0.02 22.83 184 33 0.03 21.09 230 36 0.07 23.23 217 35 0.06 22.48
184 35 0.02 22.83 184 33 0.03 21.09 230 36 0.07 23.23 217 35 0.06 22.48 239 36 0.19 21.32
184 33 0.03 21.09 230 36 0.07 23.23 217 35 0.06 22.48 239 36 0.19 21.32 208 38 0.04 21.48
230 36 0.07 23.23 217 35 0.06 22.48 239 36 0.19 21.32 208 38 0.04 21.48 203 37 0.07 22.68
217 35 0.06 22.48 239 36 0.19 21.32 208 38 0.04 21.48 203 37 0.07 22.68 215 37 0.1 23.33
239 36 0.19 21.32 208 38 0.04 21.48 203 37 0.07 22.68 215 37 0.1 23.33 201 34 0.02 22.66
208 38 0.04 21.48 203 37 0.07 22.68 215 37 0.1 23.33 201 34 0.02 22.66 248 32 0.06 21.23
203 37 0.07 22.68 215 37 0.1 23.33 201 34 0.02 22.66 248 32 0.06 21.23 192 36 0.02 22.07
215 37 0.1 23.33 201 34 0.02 22.66 248 32 0.06 21.23 192 36 0.02 22.07 207 37 0.05 21.02
201 34 0.02 22.66 248 32 0.06 21.23 192 36 0.02 22.07 207 37 0.05 21.02 226 36 0.19 23.43
248 32 0.06 21.23 192 36 0.02 22.07 207 37 0.05 21.02 226 36 0.19 23.43 202 36 0.05 22.89
192 36 0.02 22.07 207 37 0.05 21.02 226 36 0.19 23.43 202 36 0.05 22.89 220 39 0.03 24.91
207 37 0.05 21.02 226 36 0.19 23.43 202 36 0.05 22.89 220 39 0.03 24.91 202 36 0.04 23.43
226 36 0.19 23.43 202 36 0.05 22.89 220 39 0.03 24.91 202 36 0.04 23.43 246 36 0.07 24.83
202 36 0.05 22.89 220 39 0.03 24.91 202 36 0.04 23.43 246 36 0.07 24.83 208 37 0.02 25.18
220 39 0.03 24.91 202 36 0.04 23.43 246 36 0.07 24.83 208 37 0.02 25.18 219 39 0.03 25.43
202 36 0.04 23.43 246 36 0.07 24.83 208 37 0.02 25.18 219 39 0.03 25.43 227 36 0.07 23.83
246 36 0.07 24.83 208 37 0.02 25.18 219 39 0.03 25.43 227 36 0.07 23.83 206 38 0.05 21.24
208 37 0.02 25.18 219 39 0.03 25.43 227 36 0.07 23.83 206 38 0.05 21.24 222 36 0.06 21.94
219 39 0.03 25.43 227 36 0.07 23.83 206 38 0.05 21.24 222 36 0.06 21.94 219 35 0.04 22.3
227 36 0.07 23.83 206 38 0.05 21.24 222 36 0.06 21.94 219 35 0.04 22.3 231 34 0.07 22.12
206 38 0.05 21.24 222 36 0.06 21.94 219 35 0.04 22.3 231 34 0.07 22.12 215 37 0.03 23.47
222 36 0.06 21.94 219 35 0.04 22.3 231 34 0.07 22.12 215 37 0.03 23.47 215 35 0.02 22.86
219 35 0.04 22.3 231 34 0.07 22.12 215 37 0.03 23.47 215 35 0.02 22.86 213 38 0.04 26.17
231 34 0.07 22.12 215 37 0.03 23.47 215 35 0.02 22.86 213 38 0.04 26.17 215 37 0.04 25.51
215 37 0.03 23.47 215 35 0.02 22.86 213 38 0.04 26.17 215 37 0.04 25.51 201 37 0.07 27.39
215 35 0.02 22.86 213 38 0.04 26.17 215 37 0.04 25.51 201 37 0.07 27.39 209 36 0.03 26.14
213 38 0.04 26.17 215 37 0.04 25.51 201 37 0.07 27.39 209 36 0.03 26.14 219 36 0.09 26.77
215 37 0.04 25.51 201 37 0.07 27.39 209 36 0.03 26.14 219 36 0.09 26.77 230 35 0.11 26.36
201 37 0.07 27.39 209 36 0.03 26.14 219 36 0.09 26.77 230 35 0.11 26.36 264 39 0.09 24.41
209 36 0.03 26.14 219 36 0.09 26.77 230 35 0.11 26.36 264 39 0.09 24.41 234 37 0.05 22.42
219 36 0.09 26.77 230 35 0.11 26.36 264 39 0.09 24.41 234 37 0.05 22.42 224 33 0.02 23.62
230 35 0.11 26.36 264 39 0.09 24.41 234 37 0.05 22.42 224 33 0.02 23.62 264 35 0.02 23.3
264 39 0.09 24.41 234 37 0.05 22.42 224 33 0.02 23.62 264 35 0.02 23.3 245 33 0.03 24.52
234 37 0.05 22.42 224 33 0.02 23.62 264 35 0.02 23.3 245 33 0.03 24.52 239 36 0.04 26.86
224 33 0.02 23.62 264 35 0.02 23.3 245 33 0.03 24.52 239 36 0.04 26.86 252 36 0.03 28.31
264 35 0.02 23.3 245 33 0.03 24.52 239 36 0.04 26.86 252 36 0.03 28.31 221 36 0.04 32.5
245 33 0.03 24.52 239 36 0.04 26.86 252 36 0.03 28.31 221 36 0.04 32.5 231 37 0.06 27.83
239 36 0.04 26.86 252 36 0.03 28.31 221 36 0.04 32.5 231 37 0.06 27.83 254 36 0.11 27.44
252 36 0.03 28.31 221 36 0.04 32.5 231 37 0.06 27.83 254 36 0.11 27.44 263 38 0.09 26.97
221 36 0.04 32.5 231 37 0.06 27.83 254 36 0.11 27.44 263 38 0.09 26.97 240 36 0.08 26.89
231 37 0.06 27.83 254 36 0.11 27.44 263 38 0.09 26.97 240 36 0.08 26.89 267 35 0.06 27.75
254 36 0.11 27.44 263 38 0.09 26.97 240 36 0.08 26.89 267 35 0.06 27.75 251 36 0.09 28.39
263 38 0.09 26.97 240 36 0.08 26.89 267 35 0.06 27.75 251 36 0.09 28.39 231 39 0.02 33.25
240 36 0.08 26.89 267 35 0.06 27.75 251 36 0.09 28.39 231 39 0.02 33.25 245 37 0.12 31.19
267 35 0.06 27.75 251 36 0.09 28.39 231 39 0.02 33.25 245 37 0.12 31.19 254 37 0.11 30.99
251 36 0.09 28.39 231 39 0.02 33.25 245 37 0.12 31.19 254 37 0.11 30.99 231 37 0.03 30.85
231 39 0.02 33.25 245 37 0.12 31.19 254 37 0.11 30.99 231 37 0.03 30.85 241 40 0.23 33.78
245 37 0.12 31.19 254 37 0.11 30.99 231 37 0.03 30.85 241 40 0.23 33.78 224 39 0.03 32
254 37 0.11 30.99 231 37 0.03 30.85 241 40 0.23 33.78 224 39 0.03 32 238 38 0.04 28.84
231 37 0.03 30.85 241 40 0.23 33.78 224 39 0.03 32 238 38 0.04 28.84 239 36 0.04 28.76
241 40 0.23 33.78 224 39 0.03 32 238 38 0.04 28.84 239 36 0.04 28.76 263 37 0.09 28.64
224 39 0.03 32 238 38 0.04 28.84 239 36 0.04 28.76 263 37 0.09 28.64 239 37 0.02 30.47
238 38 0.04 28.84 239 36 0.04 28.76 263 37 0.09 28.64 239 37 0.02 30.47 262 39 0.07 34.78
239 36 0.04 28.76 263 37 0.09 28.64 239 37 0.02 30.47 262 39 0.07 34.78 268 33 0.07 34.23
263 37 0.09 28.64 239 37 0.02 30.47 262 39 0.07 34.78 268 33 0.07 34.23 220 35 0.03 32.46
239 37 0.02 30.47 262 39 0.07 34.78 268 33 0.07 34.23 220 35 0.03 32.46 250 38 0.19 35.84
262 39 0.07 34.78 268 33 0.07 34.23 220 35 0.03 32.46 250 38 0.19 35.84 220 40 0.07 31.83
268 33 0.07 34.23 220 35 0.03 32.46 250 38 0.19 35.84 220 40 0.07 31.83 253 40 0.04 32.38
220 35 0.03 32.46 250 38 0.19 35.84 220 40 0.07 31.83 253 40 0.04 32.38 269 38 0.07 31.24
250 38 0.19 35.84 220 40 0.07 31.83 253 40 0.04 32.38 269 38 0.07 31.24 259 39 0.03 28.7
220 40 0.07 31.83 253 40 0.04 32.38 269 38 0.07 31.24 259 39 0.03 28.7 256 37 0.03 27.9
253 40 0.04 32.38 269 38 0.07 31.24 259 39 0.03 28.7 256 37 0.03 27.9 263 40 0.03 29.76
269 38 0.07 31.24 259 39 0.03 28.7 256 37 0.03 27.9 263 40 0.03 29.76 253 37 0.03 29.02
259 39 0.03 28.7 256 37 0.03 27.9 263 40 0.03 29.76 253 37 0.03 29.02 271 37 0.03 34.28
256 37 0.03 27.9 263 40 0.03 29.76 253 37 0.03 29.02 271 37 0.03 34.28 274 37 0.04 41.82
263 40 0.03 29.76 253 37 0.03 29.02 271 37 0.03 34.28 274 37 0.04 41.82 251 40 0.01 38.42
253 37 0.03 29.02 271 37 0.03 34.28 274 37 0.04 41.82 251 40 0.01 38.42 257 37 0.01 36.48
271 37 0.03 34.28 274 37 0.04 41.82 251 40 0.01 38.42 257 37 0.01 36.48 265 40 0.08 35.24
274 37 0.04 41.82 251 40 0.01 38.42 257 37 0.01 36.48 265 40 0.08 35.24 271 39 0.07 40.34
251 40 0.01 38.42 257 37 0.01 36.48 265 40 0.08 35.24 271 39 0.07 40.34 249 40 0.04 37.51
257 37 0.01 36.48 265 40 0.08 35.24 271 39 0.07 40.34 249 40 0.04 37.51 268 41 0.14 33.73
265 40 0.08 35.24 271 39 0.07 40.34 249 40 0.04 37.51 268 41 0.14 33.73 259 42 0.06 46.82
271 39 0.07 40.34 249 40 0.04 37.51 268 41 0.14 33.73 259 42 0.06 46.82 272 38 0.03 34.33
249 40 0.04 37.51 268 41 0.14 33.73 259 42 0.06 46.82 272 38 0.03 34.33 274 37 0.05 35.45
268 41 0.14 33.73 259 42 0.06 46.82 272 38 0.03 34.33 274 37 0.05 35.45 273 40 0.03 40.22
259 42 0.06 46.82 272 38 0.03 34.33 274 37 0.05 35.45 273 40 0.03 40.22 268 38 0.01 40.11
272 38 0.03 34.33 274 37 0.05 35.45 273 40 0.03 40.22 268 38 0.01 40.11 261 43 0.01 40.38
274 37 0.05 35.45 273 40 0.03 40.22 268 38 0.01 40.11 261 43 0.01 40.38 262 42 0.01 37.27
273 40 0.03 40.22 268 38 0.01 40.11 261 43 0.01 40.38 262 42 0.01 37.27 281 44 0.02 44.81
268 38 0.01 40.11 261 43 0.01 40.38 262 42 0.01 37.27 281 44 0.02 44.81 268 39 0.03 36.78
261 43 0.01 40.38 262 42 0.01 37.27 281 44 0.02 44.81 268 39 0.03 36.78 263 42 0.04 37.12
262 42 0.01 37.27 281 44 0.02 44.81 268 39 0.03 36.78 263 42 0.04 37.12 261 37 0.01 34.67
281 44 0.02 44.81 268 39 0.03 36.78 263 42 0.04 37.12 261 37 0.01 34.67 275 45 0.05 44.83
268 39 0.03 36.78 263 42 0.04 37.12 261 37 0.01 34.67 275 45 0.05 44.83 270 40 0.04 39.56
263 42 0.04 37.12 261 37 0.01 34.67 275 45 0.05 44.83 270 40 0.04 39.56 268 43 0.03 43.27
261 37 0.01 34.67 275 45 0.05 44.83 270 40 0.04 39.56 268 43 0.03 43.27 271 40 0.04 38.5
275 45 0.05 44.83 270 40 0.04 39.56 268 43 0.03 43.27 271 40 0.04 38.5 258 47 0.01 39.96
270 40 0.04 39.56 268 43 0.03 43.27 271 40 0.04 38.5 258 47 0.01 39.96 265 40 0.02 39.04
268 43 0.03 43.27 271 40 0.04 38.5 258 47 0.01 39.96 265 40 0.02 39.04 271 38 0.01 35.95
271 40 0.04 38.5 258 47 0.01 39.96 265 40 0.02 39.04 271 38 0.01 35.95 274 41 0.04 35.62
258 47 0.01 39.96 265 40 0.02 39.04 271 38 0.01 35.95 274 41 0.04 35.62 271 41 0.02 34.47
265 40 0.02 39.04 271 38 0.01 35.95 274 41 0.04 35.62 271 41 0.02 34.47 264 39 0.01 34.85
271 38 0.01 35.95 274 41 0.04 35.62 271 41 0.02 34.47 264 39 0.01 34.85 261 42 0.04 37.31
274 41 0.04 35.62 271 41 0.02 34.47 264 39 0.01 34.85 261 42 0.04 37.31 278 45 0.04 42.05
271 41 0.02 34.47 264 39 0.01 34.85 261 42 0.04 37.31 278 45 0.04 42.05 263 42 0.03 35.69
264 39 0.01 34.85 261 42 0.04 37.31 278 45 0.04 42.05 263 42 0.03 35.69 266 42 0.01 36.53
