,Net In Global,Nb process http,Nb process php,Nb connection mysql,Cpu http,Cpu php,Cpu global
2020-09-12 06:49:00,0.06,194.0,33.0,135.0,0.24,18.06,8.54
2020-09-12 06:50:00,0.08,182.0,33.0,132.0,0.12,17.67,8.71
2020-09-12 06:51:00,0.07,196.0,32.0,139.0,0.1,17.3,9.05
2020-09-12 06:52:00,0.06,165.0,33.0,137.0,0.03,17.27,8.56
2020-09-12 06:53:00,0.07,176.0,32.0,144.0,0.15,17.28,7.96
2020-09-12 06:54:00,0.08,187.0,34.0,133.0,0.17,18.57,6.88
2020-09-12 06:55:00,0.09,198.0,32.0,147.0,0.08,17.06,8.88
2020-09-12 06:56:00,0.08,208.0,33.0,134.0,0.11,18.34,9.13
2020-09-12 06:57:00,0.08,189.0,33.0,142.0,0.07,17.57,7.95
2020-09-12 06:58:00,0.09,178.0,33.0,135.0,0.04,17.52,8.66
2020-09-12 06:59:00,0.06,192.0,32.0,138.0,0.19,17.07,5.97
2020-09-12 07:00:00,0.07,173.0,31.0,147.0,0.03,16.16,7.72
2020-09-12 07:01:00,0.07,165.0,33.0,125.0,0.02,16.76,7.72
2020-09-12 07:02:00,0.07,182.0,33.0,154.0,0.24,17.25,8.14
2020-09-12 07:03:00,0.08,174.0,34.0,143.0,0.06,16.83,7.07
2020-09-12 07:04:00,0.07,192.0,33.0,133.0,0.13,16.57,6.95
2020-09-12 07:05:00,0.09,214.0,32.0,148.0,0.06,16.29,5.93
2020-09-12 07:06:00,0.07,210.0,33.0,141.0,0.02,15.45,6.28
2020-09-12 07:07:00,0.09,201.0,33.0,144.0,0.03,16.0,6.71
2020-09-12 07:08:00,0.09,224.0,32.0,137.0,0.24,16.51,6.32
2020-09-12 07:09:00,0.06,238.0,32.0,134.0,0.27,16.14,13.8
2020-09-12 07:10:00,0.08,192.0,32.0,142.0,0.07,15.81,9.41
2020-09-12 07:11:00,0.08,205.0,32.0,144.0,0.04,16.29,7.16
2020-09-12 07:12:00,0.07,219.0,32.0,134.0,0.09,16.21,7.81
2020-09-12 07:13:00,0.09,197.0,32.0,134.0,0.04,16.75,6.61
2020-09-12 07:14:00,0.08,211.0,32.0,135.0,0.07,16.82,7.26
2020-09-12 07:15:00,0.09,201.0,32.0,139.0,0.06,16.88,5.44
2020-09-12 07:16:00,0.06,199.0,33.0,145.0,0.04,17.46,3.93
2020-09-12 07:17:00,0.1,211.0,33.0,142.0,0.17,16.81,4.73
2020-09-12 07:18:00,0.09,199.0,32.0,143.0,0.06,17.35,5.74
2020-09-12 07:19:00,0.07,173.0,32.0,150.0,0.05,16.52,6.12
2020-09-12 07:20:00,0.09,190.0,33.0,152.0,0.08,16.73,8.16
2020-09-12 07:21:00,0.07,200.0,33.0,132.0,0.23,15.58,6.07
2020-09-12 07:22:00,0.06,212.0,33.0,135.0,0.25,16.61,6.43
2020-09-12 07:23:00,0.08,199.0,32.0,134.0,0.12,15.82,7.88
2020-09-12 07:24:00,0.07,184.0,32.0,147.0,0.11,15.85,7.26
2020-09-12 07:25:00,0.09,194.0,33.0,139.0,0.26,16.38,7.81
2020-09-12 07:26:00,0.07,174.0,32.0,133.0,0.06,16.16,5.36
2020-09-12 07:27:00,0.09,190.0,32.0,131.0,0.06,16.56,5.77
2020-09-12 07:28:00,0.08,204.0,31.0,145.0,0.31,16.11,5.67
2020-09-12 07:29:00,0.06,191.0,34.0,133.0,0.14,17.0,5.52
2020-09-12 07:30:00,0.07,211.0,34.0,145.0,0.07,17.44,7.5
2020-09-12 07:31:00,0.07,186.0,34.0,142.0,0.07,17.49,6.22
2020-09-12 07:32:00,0.07,203.0,33.0,134.0,0.07,17.03,5.92
2020-09-12 07:33:00,0.08,189.0,33.0,157.0,0.1,17.04,6.27
2020-09-12 07:34:00,0.07,187.0,33.0,141.0,0.06,15.54,6.29
2020-09-12 07:35:00,0.09,186.0,33.0,132.0,0.03,15.26,5.65
2020-09-12 07:36:00,0.07,210.0,33.0,143.0,0.15,15.79,6.64
2020-09-12 07:37:00,0.09,186.0,32.0,140.0,0.04,15.93,7.14
2020-09-12 07:38:00,0.09,190.0,34.0,140.0,0.05,18.09,6.36
2020-09-12 07:39:00,0.06,165.0,33.0,136.0,0.04,16.38,5.86
2020-09-12 07:40:00,0.08,191.0,34.0,141.0,0.1,15.88,6.06
2020-09-12 07:41:00,0.08,178.0,32.0,146.0,0.04,15.88,4.56
2020-09-12 07:42:00,0.06,201.0,32.0,129.0,0.29,16.47,5.82
2020-09-12 07:43:00,0.08,182.0,33.0,143.0,0.07,17.31,4.76
2020-09-12 07:44:00,0.08,191.0,33.0,139.0,0.14,17.16,5.68
2020-09-12 07:45:00,0.09,173.0,34.0,140.0,0.03,18.24,5.44
2020-09-12 07:46:00,0.06,173.0,33.0,138.0,0.04,16.59,4.79
2020-09-12 07:47:00,0.11,204.0,34.0,134.0,0.24,17.69,4.27
2020-09-12 07:48:00,0.09,188.0,32.0,137.0,0.04,16.44,5.44
2020-09-12 07:49:00,0.06,159.0,32.0,144.0,0.02,16.57,4.67
2020-09-12 07:50:00,0.07,204.0,32.0,87.0,0.26,16.42,6.0
2020-09-12 07:51:00,0.07,172.0,32.0,130.0,0.06,16.38,4.84
2020-09-12 07:52:00,0.06,204.0,32.0,139.0,0.29,16.89,5.25
2020-09-12 07:53:00,0.07,175.0,33.0,149.0,0.04,20.24,3.86
2020-09-12 07:54:00,0.08,186.0,33.0,132.0,0.21,16.78,4.79
2020-09-12 07:55:00,0.09,164.0,33.0,118.0,0.04,16.53,4.47
2020-09-12 07:56:00,0.07,215.0,34.0,125.0,0.1,17.96,4.06
2020-09-12 07:57:00,0.08,196.0,32.0,136.0,0.03,17.01,3.71
2020-09-12 07:58:00,0.09,197.0,32.0,135.0,0.06,17.05,4.48
2020-09-12 07:59:00,0.06,175.0,33.0,141.0,0.03,19.38,3.85
2020-09-12 08:00:00,0.07,159.0,33.0,132.0,0.03,19.79,4.38
2020-09-12 08:01:00,0.07,198.0,33.0,130.0,0.43,16.64,4.21
2020-09-12 08:02:00,0.08,174.0,33.0,148.0,0.09,18.18,4.03
2020-09-12 08:03:00,0.08,183.0,33.0,139.0,0.2,19.19,4.09
2020-09-12 08:04:00,0.08,180.0,33.0,136.0,0.03,17.04,4.99
2020-09-12 08:05:00,0.09,192.0,34.0,133.0,0.12,16.74,4.58
2020-09-12 08:06:00,0.06,173.0,33.0,44.0,0.05,16.52,3.98
2020-09-12 08:07:00,0.09,165.0,34.0,41.0,0.03,16.61,4.53
2020-09-12 08:08:00,0.08,185.0,33.0,134.0,0.2,16.96,5.87
2020-09-12 08:09:00,0.07,182.0,31.0,62.0,0.09,21.71,4.67
2020-09-12 08:10:00,0.07,158.0,34.0,46.0,0.06,16.71,3.83
2020-09-12 08:11:00,0.08,177.0,33.0,57.0,0.21,17.24,3.7
2020-09-12 08:12:00,0.06,161.0,33.0,47.0,0.06,20.89,7.24
2020-09-12 08:13:00,0.07,178.0,34.0,41.0,0.12,15.76,8.47
2020-09-12 08:14:00,0.08,187.0,33.0,59.0,0.18,16.32,5.46
2020-09-12 08:15:00,0.1,169.0,33.0,51.0,0.03,19.04,3.82
2020-09-12 08:16:00,0.06,160.0,32.0,58.0,0.04,17.45,7.25
2020-09-12 08:17:00,0.09,174.0,33.0,45.0,0.09,18.51,7.07
2020-09-12 08:18:00,0.09,183.0,32.0,45.0,0.21,16.62,9.12
2020-09-12 08:19:00,0.07,168.0,34.0,43.0,0.07,17.85,8.92
2020-09-12 08:20:00,0.07,177.0,33.0,44.0,0.17,16.0,9.28
2020-09-12 08:21:00,0.07,159.0,32.0,45.0,0.06,16.91,6.0
2020-09-12 08:22:00,0.06,174.0,32.0,49.0,0.06,17.39,4.58
2020-09-12 08:23:00,0.08,181.0,32.0,58.0,0.21,18.12,7.84
2020-09-12 08:24:00,0.08,193.0,34.0,46.0,0.12,18.94,9.89
2020-09-12 08:25:00,0.09,148.0,33.0,50.0,0.03,21.31,9.14
2020-09-12 08:26:00,0.07,169.0,33.0,52.0,0.12,20.62,9.62
2020-09-12 08:27:00,0.07,181.0,32.0,56.0,0.26,17.44,9.54
2020-09-12 08:28:00,0.1,163.0,34.0,47.0,0.12,21.24,12.15
2020-09-12 08:29:00,0.07,180.0,33.0,49.0,0.14,22.64,12.42
2020-09-12 08:30:00,0.07,191.0,33.0,53.0,0.19,17.36,10.1
2020-09-12 08:31:00,0.07,173.0,32.0,46.0,0.04,17.93,9.63
2020-09-12 08:32:00,0.07,188.0,32.0,49.0,0.19,17.98,9.86
2020-09-12 08:33:00,0.08,175.0,33.0,50.0,0.06,19.39,8.96
2020-09-12 08:34:00,0.08,187.0,31.0,44.0,0.24,15.97,9.33
2020-09-12 08:35:00,0.09,201.0,31.0,51.0,0.11,15.95,8.29
2020-09-12 08:36:00,0.06,176.0,33.0,44.0,0.06,15.43,8.6
2020-09-12 08:37:00,0.08,178.0,33.0,47.0,0.12,17.23,9.02
2020-09-12 08:38:00,0.09,147.0,32.0,51.0,0.05,17.1,7.09
2020-09-12 08:39:00,0.07,168.0,32.0,50.0,0.25,17.26,8.83
2020-09-12 08:40:00,0.08,154.0,32.0,48.0,0.12,17.93,8.4
2020-09-12 08:41:00,0.08,156.0,31.0,50.0,0.06,17.2,8.34
2020-09-12 08:42:00,0.06,167.0,32.0,44.0,0.27,17.3,7.96
2020-09-12 08:43:00,0.08,146.0,32.0,48.0,0.13,17.06,6.71
2020-09-12 08:44:00,0.08,170.0,32.0,53.0,0.24,17.8,6.92
2020-09-12 08:45:00,0.09,182.0,34.0,56.0,0.27,17.96,8.62
2020-09-12 08:46:00,0.07,141.0,34.0,47.0,0.04,21.99,7.9
2020-09-12 08:47:00,0.09,155.0,34.0,49.0,0.2,17.36,8.11
2020-09-12 08:48:00,0.09,197.0,34.0,47.0,0.41,17.51,7.52
2020-09-12 08:49:00,0.07,150.0,32.0,54.0,0.06,16.55,6.34
2020-09-12 08:50:00,0.07,175.0,31.0,48.0,0.33,17.1,9.29
2020-09-12 08:51:00,0.07,147.0,33.0,62.0,0.12,18.52,8.12
2020-09-12 08:52:00,0.06,139.0,32.0,47.0,0.06,18.04,7.86
2020-09-12 08:53:00,0.08,189.0,33.0,50.0,0.36,22.93,7.95
2020-09-12 08:54:00,0.07,170.0,33.0,57.0,0.06,17.61,6.27
2020-09-12 08:55:00,0.09,161.0,32.0,54.0,0.04,16.34,6.76
2020-09-12 08:56:00,0.06,173.0,33.0,55.0,0.26,22.12,6.93
2020-09-12 08:57:00,0.09,173.0,34.0,57.0,0.11,19.93,7.17
2020-09-12 08:58:00,0.09,184.0,32.0,59.0,0.25,20.54,6.98
2020-09-12 08:59:00,0.07,195.0,31.0,53.0,0.34,18.71,7.11
2020-09-12 09:00:00,0.08,173.0,34.0,45.0,0.09,17.03,7.39
2020-09-12 09:01:00,0.07,187.0,33.0,41.0,0.21,16.68,5.95
2020-09-12 09:02:00,0.07,161.0,33.0,46.0,0.06,16.13,6.14
2020-09-12 09:03:00,0.08,183.0,33.0,55.0,0.17,17.16,5.02
2020-09-12 09:04:00,0.08,136.0,31.0,55.0,0.02,16.98,3.52
2020-09-12 09:05:00,0.08,167.0,33.0,51.0,0.29,18.71,4.38
2020-09-12 09:06:00,0.07,185.0,31.0,41.0,0.29,19.11,4.1
2020-09-12 09:07:00,0.09,168.0,32.0,42.0,0.14,16.07,5.03
2020-09-12 09:08:00,0.08,179.0,33.0,45.0,0.33,16.16,4.72
2020-09-12 09:09:00,0.07,159.0,33.0,48.0,0.12,16.31,4.01
2020-09-12 09:10:00,0.08,170.0,32.0,39.0,0.26,16.29,3.9
2020-09-12 09:11:00,0.08,180.0,32.0,50.0,0.33,15.92,4.82
2020-09-12 09:12:00,0.06,143.0,31.0,47.0,0.05,17.51,3.68
2020-09-12 09:13:00,0.08,174.0,33.0,51.0,0.35,16.89,3.91
2020-09-12 09:14:00,0.08,158.0,32.0,51.0,0.11,16.74,3.61
2020-09-12 09:15:00,0.08,147.0,32.0,41.0,0.07,16.09,3.72
2020-09-12 09:16:00,0.06,148.0,32.0,46.0,0.06,16.03,3.72
2020-09-12 09:17:00,0.1,161.0,34.0,50.0,0.22,16.74,4.14
2020-09-12 09:18:00,0.09,153.0,31.0,50.0,0.07,16.94,3.78
2020-09-12 09:19:00,0.06,152.0,32.0,53.0,0.05,16.97,4.55
2020-09-12 09:20:00,0.07,180.0,31.0,39.0,0.29,19.62,4.64
2020-09-12 09:21:00,0.07,140.0,33.0,49.0,0.09,17.31,4.81
2020-09-12 09:22:00,0.06,145.0,32.0,59.0,0.04,17.09,4.05
2020-09-12 09:23:00,0.08,163.0,32.0,44.0,0.24,17.02,4.51
2020-09-12 09:24:00,0.08,188.0,33.0,47.0,0.31,21.51,3.98
2020-09-12 09:25:00,0.08,140.0,32.0,58.0,0.06,16.89,4.36
2020-09-12 09:26:00,0.06,187.0,32.0,44.0,0.29,20.62,4.19
2020-09-12 09:27:00,0.08,205.0,34.0,50.0,0.27,25.07,4.33
2020-09-12 09:28:00,0.1,156.0,32.0,58.0,0.05,20.33,3.89
2020-09-12 09:29:00,0.07,183.0,32.0,46.0,0.21,19.21,3.35
2020-09-12 09:30:00,0.08,182.0,34.0,45.0,0.11,15.99,3.19
2020-09-12 09:31:00,0.07,173.0,33.0,62.0,0.05,16.89,4.89
2020-09-12 09:32:00,0.07,196.0,32.0,46.0,0.21,17.92,3.95
2020-09-12 09:33:00,0.08,185.0,33.0,51.0,0.03,15.16,3.86
2020-09-12 09:34:00,0.07,168.0,32.0,58.0,0.03,15.86,3.94
2020-09-12 09:35:00,0.09,184.0,32.0,45.0,0.03,16.06,3.92
2020-09-12 09:36:00,0.07,165.0,31.0,42.0,0.04,16.05,3.75
2020-09-12 09:37:00,0.09,159.0,32.0,48.0,0.08,16.34,4.74
2020-09-12 09:38:00,0.08,174.0,34.0,51.0,0.25,17.18,4.18
2020-09-12 09:39:00,0.08,159.0,33.0,48.0,0.09,18.23,5.28
2020-09-12 09:40:00,0.08,155.0,32.0,51.0,0.04,16.74,4.48
2020-09-12 09:41:00,0.08,169.0,34.0,52.0,0.28,17.85,4.5
2020-09-12 09:42:00,0.06,145.0,33.0,53.0,0.06,16.61,4.43
2020-09-12 09:43:00,0.07,187.0,32.0,51.0,0.38,16.8,3.62
2020-09-12 09:44:00,0.09,167.0,32.0,48.0,0.09,17.25,3.18
2020-09-12 09:45:00,0.08,151.0,32.0,49.0,0.04,16.99,3.29
2020-09-12 09:46:00,0.06,163.0,34.0,60.0,0.24,18.38,3.91
2020-09-12 09:47:00,0.1,206.0,34.0,47.0,0.33,18.24,4.02
2020-09-12 09:48:00,0.09,156.0,32.0,50.0,0.06,16.53,4.12
2020-09-12 09:49:00,0.07,166.0,31.0,45.0,0.25,16.29,3.48
2020-09-12 09:50:00,0.08,176.0,32.0,45.0,0.31,16.38,3.77
2020-09-12 09:51:00,0.07,155.0,31.0,56.0,0.11,16.35,3.4
2020-09-12 09:52:00,0.06,172.0,32.0,46.0,0.24,16.05,3.66
2020-09-12 09:53:00,0.07,182.0,31.0,58.0,0.27,16.13,3.74
2020-09-12 09:54:00,0.08,163.0,33.0,56.0,0.11,16.87,6.57
2020-09-12 09:55:00,0.08,163.0,32.0,60.0,0.14,16.55,4.64
2020-09-12 09:56:00,0.07,176.0,33.0,55.0,0.37,18.18,4.1
2020-09-12 09:57:00,0.08,176.0,33.0,50.0,0.21,16.1,3.7
2020-09-12 09:58:00,0.1,175.0,34.0,61.0,0.04,17.41,4.12
2020-09-12 09:59:00,0.07,194.0,31.0,46.0,0.3,15.71,9.67
2020-09-12 10:00:00,0.08,172.0,33.0,49.0,0.12,16.27,6.24
2020-09-12 10:01:00,0.08,159.0,32.0,47.0,0.06,15.84,8.03
2020-09-12 10:02:00,0.07,171.0,32.0,47.0,0.2,15.72,8.42
2020-09-12 10:03:00,0.08,183.0,32.0,53.0,0.24,16.21,5.37
2020-09-12 10:04:00,0.08,161.0,32.0,56.0,0.05,16.18,9.11
2020-09-12 10:05:00,0.08,171.0,31.0,46.0,0.18,15.62,6.43
2020-09-12 10:06:00,0.07,160.0,32.0,52.0,0.08,16.71,8.39
2020-09-12 10:07:00,0.07,172.0,34.0,56.0,0.1,17.78,9.96
2020-09-12 10:08:00,0.1,158.0,33.0,54.0,0.05,17.75,9.13
2020-09-12 10:09:00,0.07,167.0,33.0,67.0,0.24,16.85,5.25
2020-09-12 10:10:00,0.08,156.0,33.0,50.0,0.1,16.57,7.4
2020-09-12 10:11:00,0.08,198.0,33.0,49.0,0.44,17.82,9.34
2020-09-12 10:12:00,0.07,176.0,31.0,47.0,0.12,16.08,8.94
2020-09-12 10:13:00,0.07,155.0,33.0,50.0,0.08,16.6,8.25
2020-09-12 10:14:00,0.08,171.0,32.0,58.0,0.22,16.03,8.56
2020-09-12 10:15:00,0.08,163.0,34.0,49.0,0.04,16.52,11.41
2020-09-12 10:16:00,0.07,148.0,32.0,47.0,0.01,15.69,9.54
2020-09-12 10:17:00,0.08,192.0,33.0,48.0,0.34,16.26,12.58
2020-09-12 10:18:00,0.1,201.0,32.0,61.0,0.21,16.26,13.29
2020-09-12 10:19:00,0.07,154.0,31.0,43.0,0.02,15.94,9.27
2020-09-12 10:20:00,0.08,201.0,32.0,54.0,0.23,16.54,8.78
2020-09-12 10:21:00,0.07,169.0,32.0,55.0,0.06,16.5,7.55
2020-09-12 10:22:00,0.06,186.0,34.0,62.0,0.15,16.29,12.24
2020-09-12 10:23:00,0.08,198.0,33.0,64.0,0.31,15.98,9.13
2020-09-12 10:24:00,0.07,182.0,33.0,46.0,0.14,16.21,11.15
2020-09-12 10:25:00,0.08,193.0,32.0,42.0,0.21,16.34,8.18
2020-09-12 10:26:00,0.07,235.0,33.0,53.0,0.41,15.46,7.85
2020-09-12 10:27:00,0.08,189.0,32.0,54.0,0.03,14.39,6.97
2020-09-12 10:28:00,0.09,210.0,33.0,54.0,0.26,15.63,4.84
2020-09-12 10:29:00,0.07,190.0,32.0,46.0,0.11,15.26,4.86
2020-09-12 10:30:00,0.08,173.0,32.0,48.0,0.13,16.12,4.94
2020-09-12 10:31:00,0.07,186.0,33.0,50.0,0.09,15.62,4.29
2020-09-12 10:32:00,0.07,199.0,33.0,68.0,0.31,16.31,5.18
2020-09-12 10:33:00,0.08,166.0,34.0,53.0,0.05,16.46,4.46
2020-09-12 10:34:00,0.08,165.0,33.0,50.0,0.03,16.96,4.33
2020-09-12 10:35:00,0.08,195.0,33.0,55.0,0.04,16.54,5.16
2020-09-12 10:36:00,0.07,156.0,31.0,50.0,0.01,16.04,4.85
2020-09-12 10:37:00,0.08,171.0,32.0,53.0,0.1,16.71,4.47
2020-09-12 10:38:00,0.1,175.0,32.0,60.0,0.12,15.04,3.89
2020-09-12 10:39:00,0.07,190.0,32.0,50.0,0.12,16.18,4.51
2020-09-12 10:40:00,0.08,159.0,32.0,47.0,0.03,15.65,4.56
2020-09-12 10:41:00,0.08,174.0,31.0,52.0,0.26,15.43,5.25
2020-09-12 10:42:00,0.07,172.0,32.0,57.0,0.05,16.76,5.09
2020-09-12 10:43:00,0.08,153.0,32.0,50.0,0.03,15.97,3.86
2020-09-12 10:44:00,0.08,201.0,33.0,49.0,0.43,16.17,4.31
2020-09-12 10:45:00,0.08,183.0,32.0,53.0,0.11,15.81,4.3
2020-09-12 10:46:00,0.07,192.0,32.0,59.0,0.23,16.46,4.61
2020-09-12 10:47:00,0.08,202.0,33.0,58.0,0.5,16.06,5.48
2020-09-12 10:48:00,0.11,180.0,33.0,51.0,0.21,16.69,5.13
2020-09-12 10:49:00,0.07,162.0,32.0,56.0,0.09,15.51,2.93
2020-09-12 10:50:00,0.07,195.0,32.0,62.0,0.17,15.64,4.56
2020-09-12 10:51:00,0.08,177.0,32.0,47.0,0.06,15.65,4.8
2020-09-12 10:52:00,0.06,159.0,33.0,50.0,0.16,15.91,4.84
2020-09-12 10:53:00,0.07,177.0,32.0,56.0,0.42,16.17,4.49
2020-09-12 10:54:00,0.08,192.0,32.0,57.0,0.52,15.73,4.47
2020-09-12 10:55:00,0.07,147.0,32.0,48.0,0.11,16.09,4.11
2020-09-12 10:56:00,0.07,193.0,32.0,57.0,0.2,16.26,4.38
2020-09-12 10:57:00,0.07,182.0,34.0,55.0,0.12,16.86,6.37
2020-09-12 10:58:00,0.08,199.0,33.0,48.0,0.24,15.86,4.98
2020-09-12 10:59:00,0.08,220.0,32.0,47.0,0.37,16.16,3.88
2020-09-12 11:00:00,0.07,196.0,33.0,50.0,0.13,16.5,3.61
2020-09-12 11:01:00,0.07,172.0,31.0,47.0,0.09,15.59,3.2
2020-09-12 11:02:00,0.08,204.0,31.0,49.0,0.39,15.12,3.94
2020-09-12 11:03:00,0.08,185.0,31.0,52.0,0.21,15.38,4.33
2020-09-12 11:04:00,0.08,166.0,32.0,54.0,0.09,16.21,4.51
2020-09-12 11:05:00,0.08,168.0,33.0,46.0,0.05,15.66,4.2
2020-09-12 11:06:00,0.06,166.0,31.0,46.0,0.04,15.94,3.66
2020-09-12 11:07:00,0.08,165.0,32.0,67.0,0.05,16.76,4.56
2020-09-12 11:08:00,0.09,180.0,32.0,52.0,0.12,15.93,4.49
2020-09-12 11:09:00,0.07,173.0,32.0,49.0,0.09,16.51,4.49
2020-09-12 11:10:00,0.08,156.0,33.0,71.0,0.04,17.27,4.66
2020-09-12 11:11:00,0.08,188.0,33.0,54.0,0.34,16.48,4.38
2020-09-12 11:12:00,0.07,169.0,32.0,46.0,0.07,15.96,7.36
2020-09-12 11:13:00,0.07,160.0,33.0,53.0,0.06,16.79,5.14
2020-09-12 11:14:00,0.08,193.0,33.0,58.0,0.19,17.3,8.95
2020-09-12 11:15:00,0.08,178.0,31.0,46.0,0.04,16.04,5.96
2020-09-12 11:16:00,0.07,167.0,32.0,49.0,0.08,16.64,5.34
2020-09-12 11:17:00,0.09,185.0,32.0,52.0,0.24,15.97,4.95
2020-09-12 11:18:00,0.1,163.0,32.0,48.0,0.07,15.95,4.79
2020-09-12 11:19:00,0.08,173.0,32.0,48.0,0.23,16.32,4.1
2020-09-12 11:20:00,0.08,165.0,32.0,55.0,0.12,15.95,4.08
2020-09-12 11:21:00,0.07,175.0,33.0,47.0,0.22,16.08,4.3
2020-09-12 11:22:00,0.06,164.0,32.0,59.0,0.04,16.26,4.05
2020-09-12 11:23:00,0.07,194.0,33.0,58.0,0.28,16.91,3.93
2020-09-12 11:24:00,0.08,179.0,31.0,51.0,0.11,16.39,4.35
2020-09-12 11:25:00,0.08,154.0,33.0,52.0,0.03,17.21,3.69
2020-09-12 11:26:00,0.07,175.0,34.0,52.0,0.21,16.34,3.57
2020-09-12 11:27:00,0.08,169.0,32.0,53.0,0.08,16.66,3.7
2020-09-12 11:28:00,0.09,183.0,32.0,52.0,0.08,16.44,3.94
2020-09-12 11:29:00,0.07,184.0,32.0,55.0,0.05,16.99,3.63
2020-09-12 11:30:00,0.08,171.0,32.0,55.0,0.09,16.94,3.77
2020-09-12 11:31:00,0.08,184.0,33.0,51.0,0.29,17.77,3.55
2020-09-12 11:32:00,0.07,199.0,33.0,55.0,0.23,17.06,4.4
2020-09-12 11:33:00,0.08,182.0,32.0,61.0,0.04,15.94,3.71
2020-09-12 11:34:00,0.07,172.0,32.0,53.0,0.04,16.02,3.35
2020-09-12 11:35:00,0.08,194.0,34.0,57.0,0.21,16.64,3.66
2020-09-12 11:36:00,0.07,208.0,32.0,53.0,0.23,16.33,2.89
2020-09-12 11:37:00,0.07,178.0,32.0,54.0,0.06,16.15,5.04
2020-09-12 11:38:00,0.09,204.0,33.0,51.0,0.09,15.54,5.5
2020-09-12 11:39:00,0.07,201.0,32.0,47.0,0.05,15.07,5.1
2020-09-12 11:40:00,0.08,209.0,32.0,56.0,0.23,15.57,5.83
2020-09-12 11:41:00,0.08,186.0,31.0,55.0,0.06,15.39,5.61
2020-09-12 11:42:00,0.06,156.0,33.0,54.0,0.01,16.94,4.66
2020-09-12 11:43:00,0.07,168.0,32.0,58.0,0.24,15.79,4.44
2020-09-12 11:44:00,0.08,189.0,31.0,48.0,0.32,16.0,4.15
2020-09-12 11:45:00,0.07,171.0,31.0,52.0,0.09,15.89,3.65
2020-09-12 11:46:00,0.07,186.0,32.0,54.0,0.46,15.81,4.49
2020-09-12 11:47:00,0.09,169.0,31.0,63.0,0.24,15.42,7.51
2020-09-12 11:48:00,0.09,180.0,32.0,51.0,0.36,16.54,6.16
2020-09-12 11:49:00,0.08,189.0,32.0,52.0,0.28,16.6,8.31
2020-09-12 11:50:00,0.07,205.0,31.0,50.0,0.49,16.11,10.4
2020-09-12 11:51:00,0.08,169.0,32.0,50.0,0.09,16.77,10.93
2020-09-12 11:52:00,0.06,188.0,32.0,62.0,0.35,17.08,9.86
2020-09-12 11:53:00,0.06,210.0,32.0,51.0,0.51,16.49,9.08
2020-09-12 11:54:00,0.08,156.0,32.0,51.0,0.06,16.45,8.84
2020-09-12 11:55:00,0.07,149.0,33.0,51.0,0.07,17.17,8.56
2020-09-12 11:56:00,0.07,195.0,32.0,53.0,0.33,16.81,8.33
2020-09-12 11:57:00,0.08,163.0,33.0,57.0,0.03,17.09,8.79
2020-09-12 11:58:00,0.09,187.0,32.0,69.0,0.17,16.81,9.81
2020-09-12 11:59:00,0.08,201.0,31.0,57.0,0.44,16.51,8.4
2020-09-12 12:00:00,0.07,158.0,32.0,50.0,0.04,16.87,7.92
2020-09-12 12:01:00,0.07,185.0,34.0,54.0,0.41,16.88,6.61
2020-09-12 12:02:00,0.07,216.0,33.0,60.0,0.37,16.64,7.98
2020-09-12 12:03:00,0.07,228.0,34.0,49.0,0.32,16.55,8.42
2020-09-12 12:04:00,0.08,180.0,32.0,49.0,0.09,15.46,8.42
2020-09-12 12:05:00,0.08,200.0,32.0,50.0,0.42,15.41,9.71
2020-09-12 12:06:00,0.07,190.0,32.0,53.0,0.07,15.6,9.62
2020-09-12 12:07:00,0.07,156.0,32.0,54.0,0.01,15.11,9.05
2020-09-12 12:08:00,0.09,207.0,32.0,50.0,0.38,17.11,9.03
2020-09-12 12:09:00,0.07,165.0,33.0,53.0,0.05,16.89,7.15
2020-09-12 12:10:00,0.07,148.0,31.0,61.0,0.06,16.4,6.11
2020-09-12 12:11:00,0.08,172.0,33.0,63.0,0.38,17.19,6.61
2020-09-12 12:12:00,0.06,182.0,32.0,54.0,0.44,16.81,7.3
2020-09-12 12:13:00,0.07,160.0,32.0,46.0,0.04,16.77,5.61
2020-09-12 12:14:00,0.08,161.0,33.0,50.0,0.1,16.3,6.76
2020-09-12 12:15:00,0.08,175.0,32.0,54.0,0.11,16.29,6.99
2020-09-12 12:16:00,0.07,184.0,32.0,51.0,0.26,16.07,7.61
2020-09-12 12:17:00,0.09,198.0,31.0,50.0,0.26,15.73,7.66
2020-09-12 12:18:00,0.09,164.0,33.0,53.0,0.06,16.91,6.62
2020-09-12 12:19:00,0.08,176.0,31.0,47.0,0.33,16.09,7.42
2020-09-12 12:20:00,0.07,159.0,31.0,55.0,0.11,16.36,7.45
2020-09-12 12:21:00,0.08,149.0,32.0,56.0,0.04,17.29,6.61
2020-09-12 12:22:00,0.06,141.0,32.0,53.0,0.11,16.01,6.3
2020-09-12 12:23:00,0.06,173.0,34.0,66.0,0.07,17.7,6.51
2020-09-12 12:24:00,0.08,184.0,33.0,58.0,0.32,17.42,6.9
2020-09-12 12:25:00,0.08,143.0,33.0,50.0,0.06,17.46,4.64
2020-09-12 12:26:00,0.07,172.0,32.0,46.0,0.09,16.54,5.75
2020-09-12 12:27:00,0.08,176.0,33.0,62.0,0.03,17.32,5.91
2020-09-12 12:28:00,0.09,223.0,33.0,52.0,0.38,15.44,4.47
