,Nb process http,Cpu global,Nb connection mysql
2020-08-02 00:28:00,142.0,6.19,50.0
2020-08-02 00:29:00,118.0,6.23,66.0
2020-08-02 00:30:00,118.0,7.19,52.0
2020-08-02 00:31:00,149.0,5.87,52.0
2020-08-02 00:32:00,127.0,5.76,54.0
2020-08-02 00:33:00,146.0,5.61,58.0
2020-08-02 00:34:00,123.0,6.74,46.0
2020-08-02 00:35:00,111.0,5.92,59.0
2020-08-02 00:36:00,120.0,5.28,48.0
2020-08-02 00:37:00,127.0,6.26,67.0
2020-08-02 00:38:00,120.0,5.64,50.0
2020-08-02 00:39:00,114.0,5.0,61.0
2020-08-02 00:40:00,122.0,5.79,60.0
2020-08-02 00:41:00,112.0,5.55,61.0
2020-08-02 00:42:00,123.0,5.63,47.0
2020-08-02 00:43:00,108.0,5.63,58.0
2020-08-02 00:44:00,114.0,6.28,61.0
2020-08-02 00:45:00,132.0,4.56,55.0
2020-08-02 00:46:00,122.0,5.34,49.0
2020-08-02 00:47:00,119.0,5.84,51.0
2020-08-02 00:48:00,122.0,5.1,52.0
2020-08-02 00:49:00,118.0,4.53,63.0
2020-08-02 00:50:00,185.0,4.82,51.0
2020-08-02 00:51:00,128.0,4.45,52.0
2020-08-02 00:52:00,162.0,7.33,48.0
2020-08-02 00:53:00,131.0,5.68,57.0
2020-08-02 00:54:00,121.0,5.73,54.0
2020-08-02 00:55:00,132.0,4.67,52.0
2020-08-02 00:56:00,122.0,4.76,72.0
2020-08-02 00:57:00,163.0,5.44,73.0
2020-08-02 00:58:00,117.0,5.56,53.0
2020-08-02 00:59:00,141.0,5.18,57.0
2020-08-02 01:00:00,129.0,4.41,64.0
2020-08-02 01:01:00,108.0,4.1,53.0
2020-08-02 01:02:00,121.0,4.52,58.0
2020-08-02 01:03:00,113.0,4.09,64.0
2020-08-02 01:04:00,142.0,4.5,58.0
2020-08-02 01:05:00,113.0,5.11,53.0
2020-08-02 01:06:00,132.0,4.65,70.0
2020-08-02 01:07:00,110.0,4.9,62.0
2020-08-02 01:08:00,129.0,4.13,60.0
2020-08-02 01:09:00,127.0,4.25,53.0
2020-08-02 01:10:00,127.0,3.99,60.0
2020-08-02 01:11:00,114.0,4.72,53.0
2020-08-02 01:12:00,127.0,4.1,67.0
2020-08-02 01:13:00,138.0,4.42,53.0
2020-08-02 01:14:00,130.0,4.09,65.0
2020-08-02 01:15:00,127.0,7.26,55.0
2020-08-02 01:16:00,135.0,5.56,54.0
2020-08-02 01:17:00,129.0,4.62,64.0
2020-08-02 01:18:00,126.0,3.91,56.0
2020-08-02 01:19:00,111.0,3.96,55.0
2020-08-02 01:20:00,130.0,5.06,55.0
2020-08-02 01:21:00,131.0,3.68,63.0
2020-08-02 01:22:00,126.0,3.52,59.0
2020-08-02 01:23:00,121.0,3.32,54.0
2020-08-02 01:24:00,132.0,4.36,68.0
2020-08-02 01:25:00,126.0,4.85,57.0
2020-08-02 01:26:00,135.0,4.64,58.0
2020-08-02 01:27:00,118.0,4.42,58.0
2020-08-02 01:28:00,132.0,4.2,56.0
2020-08-02 01:29:00,141.0,3.89,55.0
2020-08-02 01:30:00,125.0,5.43,50.0
2020-08-02 01:31:00,125.0,4.75,58.0
2020-08-02 01:32:00,129.0,4.78,57.0
2020-08-02 01:33:00,143.0,3.94,59.0
2020-08-02 01:34:00,126.0,5.65,62.0
2020-08-02 01:35:00,150.0,7.47,54.0
2020-08-02 01:36:00,121.0,5.42,64.0
2020-08-02 01:37:00,120.0,4.1,52.0
2020-08-02 01:38:00,149.0,4.81,50.0
2020-08-02 01:39:00,110.0,4.75,55.0
2020-08-02 01:40:00,128.0,4.12,52.0
2020-08-02 01:41:00,120.0,4.14,52.0
2020-08-02 01:42:00,127.0,4.94,52.0
2020-08-02 01:43:00,119.0,4.82,52.0
2020-08-02 01:44:00,121.0,4.91,52.0
2020-08-02 01:45:00,133.0,4.49,60.0
2020-08-02 01:46:00,128.0,4.38,54.0
2020-08-02 01:47:00,123.0,3.71,53.0
2020-08-02 01:48:00,133.0,5.69,53.0
2020-08-02 01:49:00,116.0,5.08,55.0
2020-08-02 01:50:00,137.0,6.82,56.0
2020-08-02 01:51:00,114.0,5.23,50.0
2020-08-02 01:52:00,135.0,6.42,59.0
2020-08-02 01:53:00,120.0,4.83,52.0
2020-08-02 01:54:00,133.0,6.01,59.0
2020-08-02 01:55:00,118.0,7.45,56.0
2020-08-02 01:56:00,133.0,5.31,55.0
2020-08-02 01:57:00,123.0,5.11,47.0
2020-08-02 01:58:00,138.0,5.8,51.0
2020-08-02 01:59:00,128.0,6.8,49.0
2020-08-02 02:00:00,140.0,6.81,54.0
2020-08-02 02:01:00,133.0,7.91,65.0
2020-08-02 02:02:00,126.0,7.41,51.0
2020-08-02 02:03:00,122.0,7.15,53.0
2020-08-02 02:04:00,138.0,6.54,63.0
2020-08-02 02:05:00,125.0,7.82,47.0
2020-08-02 02:06:00,157.0,7.27,60.0
2020-08-02 02:07:00,119.0,5.87,50.0
2020-08-02 02:08:00,132.0,6.87,53.0
2020-08-02 02:09:00,134.0,6.24,50.0
2020-08-02 02:10:00,135.0,5.54,57.0
2020-08-02 02:11:00,150.0,7.16,51.0
2020-08-02 02:12:00,127.0,6.6,58.0
2020-08-02 02:13:00,130.0,6.56,55.0
2020-08-02 02:14:00,119.0,6.58,55.0
2020-08-02 02:15:00,126.0,6.47,58.0
2020-08-02 02:16:00,139.0,10.15,50.0
2020-08-02 02:17:00,123.0,9.48,55.0
2020-08-02 02:18:00,138.0,7.36,47.0
2020-08-02 02:19:00,127.0,6.73,58.0
2020-08-02 02:20:00,135.0,6.57,47.0
2020-08-02 02:21:00,134.0,5.34,53.0
2020-08-02 02:22:00,129.0,5.95,48.0
2020-08-02 02:23:00,139.0,6.57,65.0
2020-08-02 02:24:00,123.0,5.52,56.0
2020-08-02 02:25:00,142.0,5.16,54.0
2020-08-02 02:26:00,132.0,5.61,56.0
2020-08-02 02:27:00,133.0,4.8,72.0
2020-08-02 02:28:00,128.0,5.91,55.0
2020-08-02 02:29:00,146.0,4.72,54.0
2020-08-02 02:30:00,126.0,6.07,48.0
2020-08-02 02:31:00,142.0,6.22,52.0
2020-08-02 02:32:00,137.0,5.03,45.0
2020-08-02 02:33:00,153.0,5.36,54.0
2020-08-02 02:34:00,141.0,4.63,49.0
2020-08-02 02:35:00,141.0,5.13,54.0
2020-08-02 02:36:00,131.0,5.37,62.0
2020-08-02 02:37:00,139.0,5.09,51.0
2020-08-02 02:38:00,154.0,5.15,50.0
2020-08-02 02:39:00,134.0,5.65,52.0
2020-08-02 02:40:00,136.0,6.03,57.0
2020-08-02 02:41:00,133.0,5.35,61.0
2020-08-02 02:42:00,125.0,5.33,67.0
2020-08-02 02:43:00,132.0,5.36,51.0
2020-08-02 02:44:00,142.0,5.22,49.0
2020-08-02 02:45:00,119.0,5.25,55.0
2020-08-02 02:46:00,118.0,5.86,52.0
2020-08-02 02:47:00,132.0,5.61,68.0
2020-08-02 02:48:00,116.0,5.06,64.0
2020-08-02 02:49:00,122.0,6.0,63.0
2020-08-02 02:50:00,117.0,5.46,46.0
2020-08-02 02:51:00,135.0,4.98,56.0
2020-08-02 02:52:00,125.0,6.95,47.0
2020-08-02 02:53:00,145.0,5.22,53.0
2020-08-02 02:54:00,111.0,4.46,51.0
2020-08-02 02:55:00,116.0,6.12,63.0
2020-08-02 02:56:00,130.0,5.71,51.0
2020-08-02 02:57:00,146.0,4.81,52.0
2020-08-02 02:58:00,131.0,4.14,58.0
2020-08-02 02:59:00,111.0,4.27,59.0
2020-08-02 03:00:00,120.0,4.06,59.0
2020-08-02 03:01:00,127.0,4.7,53.0
2020-08-02 03:02:00,119.0,4.48,50.0
2020-08-02 03:03:00,119.0,4.26,56.0
2020-08-02 03:04:00,131.0,3.87,56.0
2020-08-02 03:05:00,112.0,3.85,62.0
2020-08-02 03:06:00,121.0,4.57,48.0
2020-08-02 03:07:00,119.0,4.38,58.0
2020-08-02 03:08:00,120.0,3.91,58.0
2020-08-02 03:09:00,125.0,4.09,57.0
2020-08-02 03:10:00,139.0,4.42,51.0
2020-08-02 03:11:00,125.0,4.23,63.0
2020-08-02 03:12:00,115.0,4.61,65.0
2020-08-02 03:13:00,107.0,4.41,63.0
2020-08-02 03:14:00,126.0,3.92,59.0
2020-08-02 03:15:00,111.0,4.24,52.0
2020-08-02 03:16:00,130.0,4.84,47.0
2020-08-02 03:17:00,114.0,4.57,61.0
2020-08-02 03:18:00,135.0,4.33,53.0
2020-08-02 03:19:00,148.0,5.55,56.0
2020-08-02 03:20:00,129.0,4.67,52.0
2020-08-02 03:21:00,124.0,5.02,60.0
2020-08-02 03:22:00,129.0,4.8,50.0
2020-08-02 03:23:00,142.0,3.87,59.0
2020-08-02 03:24:00,123.0,4.81,54.0
2020-08-02 03:25:00,131.0,3.58,60.0
2020-08-02 03:26:00,113.0,5.22,49.0
2020-08-02 03:27:00,124.0,4.81,62.0
2020-08-02 03:28:00,124.0,4.49,51.0
2020-08-02 03:29:00,126.0,3.45,65.0
2020-08-02 03:30:00,160.0,3.38,51.0
2020-08-02 03:31:00,175.0,3.37,53.0
2020-08-02 03:32:00,115.0,4.46,53.0
2020-08-02 03:33:00,118.0,5.98,54.0
2020-08-02 03:34:00,120.0,6.34,73.0
2020-08-02 03:35:00,105.0,6.82,51.0
2020-08-02 03:36:00,119.0,7.51,53.0
2020-08-02 03:37:00,109.0,6.71,57.0
2020-08-02 03:38:00,112.0,6.33,51.0
2020-08-02 03:39:00,129.0,5.83,54.0
2020-08-02 03:40:00,109.0,4.75,55.0
2020-08-02 03:41:00,129.0,5.96,63.0
2020-08-02 03:42:00,116.0,4.45,51.0
2020-08-02 03:43:00,123.0,6.48,54.0
2020-08-02 03:44:00,116.0,6.83,48.0
2020-08-02 03:45:00,112.0,8.38,58.0
2020-08-02 03:46:00,128.0,7.53,61.0
2020-08-02 03:47:00,118.0,6.63,61.0
2020-08-02 03:48:00,116.0,7.15,51.0
2020-08-02 03:49:00,122.0,7.49,53.0
2020-08-02 03:50:00,130.0,7.6,51.0
2020-08-02 03:51:00,117.0,6.2,54.0
2020-08-02 03:52:00,126.0,6.06,50.0
2020-08-02 03:53:00,117.0,6.68,53.0
2020-08-02 03:54:00,114.0,6.47,56.0
2020-08-02 03:55:00,121.0,6.15,60.0
2020-08-02 03:56:00,115.0,6.61,54.0
2020-08-02 03:57:00,138.0,6.01,57.0
2020-08-02 03:58:00,119.0,6.16,56.0
2020-08-02 03:59:00,113.0,5.61,59.0
2020-08-02 04:00:00,141.0,6.55,59.0
2020-08-02 04:01:00,116.0,5.15,64.0
2020-08-02 04:02:00,128.0,4.97,46.0
2020-08-02 04:03:00,115.0,5.68,60.0
2020-08-02 04:04:00,117.0,5.42,48.0
2020-08-02 04:05:00,122.0,6.4,74.0
2020-08-02 04:06:00,108.0,5.59,65.0
2020-08-02 04:07:00,132.0,5.3,67.0
2020-08-02 04:08:00,120.0,5.44,54.0
2020-08-02 04:09:00,149.0,6.0,55.0
2020-08-02 04:10:00,111.0,5.77,51.0
2020-08-02 04:11:00,127.0,5.33,53.0
2020-08-02 04:12:00,120.0,5.75,63.0
2020-08-02 04:13:00,104.0,6.06,56.0
2020-08-02 04:14:00,122.0,5.14,60.0
2020-08-02 04:15:00,120.0,5.95,54.0
2020-08-02 04:16:00,139.0,7.27,52.0
2020-08-02 04:17:00,153.0,7.15,57.0
2020-08-02 04:18:00,137.0,6.74,64.0
2020-08-02 04:19:00,124.0,5.67,59.0
2020-08-02 04:20:00,131.0,5.59,58.0
2020-08-02 04:21:00,141.0,8.05,56.0
2020-08-02 04:22:00,116.0,5.56,50.0
2020-08-02 04:23:00,128.0,5.32,57.0
2020-08-02 04:24:00,142.0,4.52,56.0
2020-08-02 04:25:00,115.0,4.83,53.0
2020-08-02 04:26:00,116.0,4.06,54.0
2020-08-02 04:27:00,114.0,4.5,53.0
2020-08-02 04:28:00,116.0,5.09,51.0
2020-08-02 04:29:00,123.0,4.62,59.0
2020-08-02 04:30:00,120.0,5.64,55.0
2020-08-02 04:31:00,123.0,5.16,55.0
2020-08-02 04:32:00,111.0,4.5,55.0
2020-08-02 04:33:00,121.0,6.6,55.0
2020-08-02 04:34:00,122.0,5.05,58.0
2020-08-02 04:35:00,123.0,4.08,70.0
2020-08-02 04:36:00,124.0,5.81,52.0
2020-08-02 04:37:00,149.0,4.27,59.0
2020-08-02 04:38:00,113.0,4.69,47.0
2020-08-02 04:39:00,124.0,5.69,62.0
2020-08-02 04:40:00,122.0,4.41,53.0
2020-08-02 04:41:00,128.0,4.18,51.0
2020-08-02 04:42:00,107.0,4.51,54.0
2020-08-02 04:43:00,113.0,4.28,73.0
2020-08-02 04:44:00,123.0,5.16,70.0
2020-08-02 04:45:00,124.0,5.45,54.0
2020-08-02 04:46:00,105.0,4.45,57.0
2020-08-02 04:47:00,128.0,4.58,52.0
2020-08-02 04:48:00,128.0,4.32,53.0
2020-08-02 04:49:00,127.0,4.3,62.0
2020-08-02 04:50:00,117.0,3.97,53.0
2020-08-02 04:51:00,145.0,3.6,59.0
2020-08-02 04:52:00,125.0,3.88,51.0
2020-08-02 04:53:00,150.0,4.32,62.0
2020-08-02 04:54:00,119.0,3.97,60.0
2020-08-02 04:55:00,138.0,4.2,56.0
2020-08-02 04:56:00,124.0,4.51,53.0
2020-08-02 04:57:00,126.0,4.43,62.0
2020-08-02 04:58:00,115.0,5.76,59.0
2020-08-02 04:59:00,124.0,4.84,58.0
2020-08-02 05:00:00,131.0,6.4,46.0
2020-08-02 05:01:00,127.0,4.99,57.0
2020-08-02 05:02:00,112.0,4.55,61.0
2020-08-02 05:03:00,173.0,5.17,71.0
2020-08-02 05:04:00,118.0,4.16,55.0
2020-08-02 05:05:00,118.0,5.38,65.0
2020-08-02 05:06:00,135.0,4.44,59.0
2020-08-02 05:07:00,130.0,4.45,54.0
2020-08-02 05:08:00,113.0,4.65,49.0
2020-08-02 05:09:00,151.0,5.09,68.0
2020-08-02 05:10:00,120.0,6.58,57.0
2020-08-02 05:11:00,121.0,5.18,57.0
2020-08-02 05:12:00,118.0,7.38,50.0
2020-08-02 05:13:00,169.0,5.9,53.0
2020-08-02 05:14:00,135.0,4.41,50.0
2020-08-02 05:15:00,126.0,6.1,56.0
2020-08-02 05:16:00,157.0,6.68,61.0
2020-08-02 05:17:00,140.0,4.89,58.0
2020-08-02 05:18:00,133.0,8.57,67.0
2020-08-02 05:19:00,139.0,5.66,65.0
2020-08-02 05:20:00,161.0,5.01,43.0
2020-08-02 05:21:00,147.0,6.35,60.0
2020-08-02 05:22:00,138.0,4.17,47.0
2020-08-02 05:23:00,157.0,4.7,61.0
2020-08-02 05:24:00,125.0,7.24,48.0
2020-08-02 05:25:00,138.0,6.8,53.0
2020-08-02 05:26:00,129.0,5.79,49.0
2020-08-02 05:27:00,134.0,6.89,56.0
2020-08-02 05:28:00,116.0,5.44,58.0
2020-08-02 05:29:00,138.0,6.92,58.0
2020-08-02 05:30:00,124.0,8.82,50.0
2020-08-02 05:31:00,169.0,8.16,60.0
2020-08-02 05:32:00,117.0,7.4,46.0
2020-08-02 05:33:00,122.0,7.02,60.0
2020-08-02 05:34:00,114.0,7.8,49.0
2020-08-02 05:35:00,137.0,7.4,68.0
2020-08-02 05:36:00,134.0,7.12,52.0
2020-08-02 05:37:00,132.0,7.1,64.0
2020-08-02 05:38:00,136.0,7.87,48.0
2020-08-02 05:39:00,150.0,7.87,63.0
2020-08-02 05:40:00,112.0,8.09,47.0
2020-08-02 05:41:00,139.0,7.33,51.0
2020-08-02 05:42:00,125.0,7.0,64.0
2020-08-02 05:43:00,126.0,8.0,53.0
2020-08-02 05:44:00,117.0,7.44,48.0
2020-08-02 05:45:00,143.0,6.7,58.0
2020-08-02 05:46:00,123.0,6.03,53.0
2020-08-02 05:47:00,142.0,5.69,54.0
2020-08-02 05:48:00,157.0,5.93,51.0
2020-08-02 05:49:00,133.0,6.69,58.0
2020-08-02 05:50:00,130.0,5.76,50.0
2020-08-02 05:51:00,129.0,5.57,59.0
2020-08-02 05:52:00,137.0,6.35,54.0
2020-08-02 05:53:00,122.0,6.83,56.0
2020-08-02 05:54:00,130.0,6.65,48.0
2020-08-02 05:55:00,150.0,6.8,51.0
2020-08-02 05:56:00,126.0,6.71,50.0
2020-08-02 05:57:00,142.0,6.22,53.0
2020-08-02 05:58:00,130.0,5.82,49.0
2020-08-02 05:59:00,125.0,5.45,56.0
2020-08-02 06:00:00,118.0,6.43,67.0
2020-08-02 06:01:00,136.0,6.32,60.0
2020-08-02 06:02:00,115.0,6.31,50.0
2020-08-02 06:03:00,149.0,5.56,64.0
2020-08-02 06:04:00,117.0,5.1,61.0
2020-08-02 06:05:00,118.0,6.59,59.0
2020-08-02 06:06:00,117.0,7.48,53.0
2020-08-02 06:07:00,148.0,5.7,65.0
2020-08-02 06:08:00,134.0,5.9,47.0
2020-08-02 06:09:00,157.0,6.98,60.0
2020-08-02 06:10:00,141.0,6.55,48.0
2020-08-02 06:11:00,139.0,6.05,57.0
2020-08-02 06:12:00,124.0,6.64,49.0
2020-08-02 06:13:00,129.0,5.1,72.0
2020-08-02 06:14:00,109.0,5.9,51.0
2020-08-02 06:15:00,126.0,5.49,65.0
2020-08-02 06:16:00,127.0,5.01,51.0
2020-08-02 06:17:00,118.0,4.28,63.0
2020-08-02 06:18:00,112.0,4.89,57.0
2020-08-02 06:19:00,129.0,6.26,55.0
2020-08-02 06:20:00,129.0,5.14,52.0
2020-08-02 06:21:00,125.0,4.92,63.0
2020-08-02 06:22:00,150.0,4.63,51.0
2020-08-02 06:23:00,120.0,4.82,55.0
2020-08-02 06:24:00,104.0,4.85,45.0
2020-08-02 06:25:00,129.0,4.67,56.0
2020-08-02 06:26:00,147.0,5.1,47.0
2020-08-02 06:27:00,156.0,5.21,52.0
2020-08-02 06:28:00,109.0,5.18,54.0
2020-08-02 06:29:00,121.0,5.61,76.0
2020-08-02 06:30:00,125.0,5.8,52.0
2020-08-02 06:31:00,135.0,5.89,57.0
2020-08-02 06:32:00,148.0,5.09,50.0
2020-08-02 06:33:00,148.0,4.86,56.0
2020-08-02 06:34:00,137.0,4.87,59.0
2020-08-02 06:35:00,132.0,5.08,54.0
2020-08-02 06:36:00,142.0,5.27,49.0
2020-08-02 06:37:00,125.0,4.48,63.0
2020-08-02 06:38:00,120.0,4.93,52.0
2020-08-02 06:39:00,162.0,4.03,62.0
2020-08-02 06:40:00,115.0,5.13,61.0
2020-08-02 06:41:00,126.0,4.66,60.0
2020-08-02 06:42:00,137.0,4.83,48.0
2020-08-02 06:43:00,123.0,5.55,59.0
2020-08-02 06:44:00,133.0,5.07,51.0
2020-08-02 06:45:00,142.0,5.03,55.0
2020-08-02 06:46:00,128.0,4.87,45.0
2020-08-02 06:47:00,127.0,5.55,62.0
2020-08-02 06:48:00,132.0,6.52,52.0
2020-08-02 06:49:00,154.0,5.67,58.0
2020-08-02 06:50:00,124.0,4.37,45.0
2020-08-02 06:51:00,140.0,4.39,58.0
2020-08-02 06:52:00,124.0,5.06,64.0
2020-08-02 06:53:00,141.0,3.79,58.0
2020-08-02 06:54:00,135.0,4.63,54.0
2020-08-02 06:55:00,139.0,4.62,56.0
2020-08-02 06:56:00,124.0,6.31,56.0
2020-08-02 06:57:00,143.0,5.23,62.0
2020-08-02 06:58:00,136.0,5.46,49.0
2020-08-02 06:59:00,148.0,6.97,57.0
2020-08-02 07:00:00,138.0,5.62,45.0
2020-08-02 07:01:00,148.0,5.2,64.0
2020-08-02 07:02:00,134.0,7.16,51.0
2020-08-02 07:03:00,145.0,8.23,64.0
2020-08-02 07:04:00,155.0,7.05,59.0
2020-08-02 07:05:00,156.0,5.33,69.0
2020-08-02 07:06:00,129.0,4.49,58.0
2020-08-02 07:07:00,172.0,6.56,60.0
2020-08-02 07:08:00,130.0,7.89,50.0
2020-08-02 07:09:00,132.0,5.44,60.0
2020-08-02 07:10:00,174.0,6.38,49.0
2020-08-02 07:11:00,136.0,6.04,60.0
2020-08-02 07:12:00,146.0,7.81,57.0
2020-08-02 07:13:00,155.0,5.59,69.0
2020-08-02 07:14:00,133.0,6.69,48.0
2020-08-02 07:15:00,152.0,7.75,61.0
2020-08-02 07:16:00,131.0,7.74,43.0
2020-08-02 07:17:00,147.0,7.09,69.0
2020-08-02 07:18:00,120.0,7.05,51.0
2020-08-02 07:19:00,115.0,6.04,62.0
2020-08-02 07:20:00,133.0,6.57,41.0
2020-08-02 07:21:00,120.0,8.06,53.0
2020-08-02 07:22:00,142.0,6.98,56.0
2020-08-02 07:23:00,152.0,7.6,60.0
2020-08-02 07:24:00,134.0,6.0,43.0
2020-08-02 07:25:00,146.0,7.57,59.0
2020-08-02 07:26:00,145.0,9.25,55.0
2020-08-02 07:27:00,161.0,7.87,58.0
2020-08-02 07:28:00,139.0,6.52,45.0
2020-08-02 07:29:00,149.0,6.33,66.0
2020-08-02 07:30:00,135.0,7.0,46.0
2020-08-02 07:31:00,152.0,7.21,59.0
2020-08-02 07:32:00,138.0,5.12,48.0
2020-08-02 07:33:00,141.0,4.73,57.0
2020-08-02 07:34:00,135.0,5.62,45.0
2020-08-02 07:35:00,180.0,5.32,63.0
2020-08-02 07:36:00,159.0,5.02,46.0
2020-08-02 07:37:00,174.0,4.9,56.0
2020-08-02 07:38:00,133.0,5.43,47.0
2020-08-02 07:39:00,155.0,7.18,65.0
2020-08-02 07:40:00,128.0,6.22,45.0
2020-08-02 07:41:00,155.0,6.31,63.0
2020-08-02 07:42:00,165.0,6.41,54.0
2020-08-02 07:43:00,145.0,5.39,63.0
2020-08-02 07:44:00,158.0,4.87,45.0
2020-08-02 07:45:00,138.0,4.85,56.0
2020-08-02 07:46:00,137.0,5.27,52.0
2020-08-02 07:47:00,147.0,5.96,58.0
2020-08-02 07:48:00,131.0,4.87,45.0
2020-08-02 07:49:00,162.0,5.51,65.0
2020-08-02 07:50:00,143.0,6.47,47.0
2020-08-02 07:51:00,155.0,6.06,59.0
2020-08-02 07:52:00,165.0,4.85,56.0
2020-08-02 07:53:00,143.0,4.23,55.0
2020-08-02 07:54:00,124.0,4.7,49.0
2020-08-02 07:55:00,167.0,5.24,60.0
2020-08-02 07:56:00,147.0,5.26,49.0
2020-08-02 07:57:00,146.0,5.63,62.0
2020-08-02 07:58:00,164.0,5.85,49.0
2020-08-02 07:59:00,173.0,4.6,58.0
2020-08-02 08:00:00,141.0,5.09,47.0
2020-08-02 08:01:00,150.0,5.25,57.0
2020-08-02 08:02:00,138.0,5.12,45.0
2020-08-02 08:03:00,152.0,5.81,62.0
2020-08-02 08:04:00,167.0,4.82,45.0
2020-08-02 08:05:00,155.0,4.64,57.0
2020-08-02 08:06:00,167.0,5.32,49.0
2020-08-02 08:07:00,153.0,5.05,62.0
2020-08-02 08:08:00,139.0,5.14,57.0
2020-08-02 08:09:00,170.0,6.53,56.0
2020-08-02 08:10:00,154.0,5.64,55.0
2020-08-02 08:11:00,199.0,5.5,52.0
2020-08-02 08:12:00,150.0,9.09,52.0
2020-08-02 08:13:00,136.0,6.81,54.0
2020-08-02 08:14:00,153.0,5.68,47.0
2020-08-02 08:15:00,133.0,4.19,62.0
2020-08-02 08:16:00,136.0,4.78,69.0
2020-08-02 08:17:00,150.0,4.73,66.0
2020-08-02 08:18:00,165.0,4.85,47.0
2020-08-02 08:19:00,146.0,5.1,57.0
2020-08-02 08:20:00,155.0,4.69,53.0
2020-08-02 08:21:00,172.0,4.77,57.0
2020-08-02 08:22:00,152.0,4.16,46.0
2020-08-02 08:23:00,154.0,5.2,57.0
2020-08-02 08:24:00,176.0,5.93,51.0
2020-08-02 08:25:00,146.0,4.52,58.0
2020-08-02 08:26:00,162.0,3.99,46.0
2020-08-02 08:27:00,176.0,5.29,68.0
2020-08-02 08:28:00,165.0,4.79,48.0
2020-08-02 08:29:00,179.0,4.6,58.0
2020-08-02 08:30:00,136.0,3.94,47.0
2020-08-02 08:31:00,138.0,4.82,63.0
2020-08-02 08:32:00,167.0,6.08,49.0
2020-08-02 08:33:00,152.0,4.58,59.0
2020-08-02 08:34:00,169.0,4.96,60.0
2020-08-02 08:35:00,147.0,4.63,59.0
2020-08-02 08:36:00,141.0,4.82,47.0
2020-08-02 08:37:00,158.0,4.7,61.0
2020-08-02 08:38:00,140.0,3.89,49.0
2020-08-02 08:39:00,145.0,4.28,67.0
2020-08-02 08:40:00,143.0,4.22,48.0
2020-08-02 08:41:00,157.0,4.74,59.0
2020-08-02 08:42:00,146.0,5.49,48.0
2020-08-02 08:43:00,163.0,6.02,65.0
2020-08-02 08:44:00,146.0,5.16,56.0
2020-08-02 08:45:00,150.0,4.76,60.0
2020-08-02 08:46:00,198.0,4.42,52.0
2020-08-02 08:47:00,144.0,4.74,62.0
2020-08-02 08:48:00,131.0,4.85,52.0
2020-08-02 08:49:00,185.0,5.54,71.0
2020-08-02 08:50:00,166.0,7.86,48.0
2020-08-02 08:51:00,149.0,7.19,68.0
2020-08-02 08:52:00,148.0,6.19,61.0
2020-08-02 08:53:00,181.0,6.7,58.0
2020-08-02 08:54:00,136.0,6.89,56.0
2020-08-02 08:55:00,146.0,5.7,52.0
2020-08-02 08:56:00,147.0,5.66,47.0
2020-08-02 08:57:00,123.0,7.41,52.0
2020-08-02 08:58:00,154.0,7.54,57.0
2020-08-02 08:59:00,168.0,7.13,58.0
2020-08-02 09:00:00,141.0,7.59,50.0
2020-08-02 09:01:00,169.0,8.5,65.0
2020-08-02 09:02:00,154.0,10.94,46.0
2020-08-02 09:03:00,154.0,8.18,63.0
2020-08-02 09:04:00,204.0,8.12,59.0
2020-08-02 09:05:00,167.0,8.59,57.0
2020-08-02 09:06:00,184.0,8.81,47.0
2020-08-02 09:07:00,163.0,8.68,54.0
2020-08-02 09:08:00,178.0,7.81,46.0
2020-08-02 09:09:00,163.0,7.67,51.0
2020-08-02 09:10:00,174.0,6.58,43.0
2020-08-02 09:11:00,183.0,5.93,54.0
2020-08-02 09:12:00,134.0,6.44,45.0
2020-08-02 09:13:00,138.0,5.89,60.0
2020-08-02 09:14:00,139.0,7.21,46.0
2020-08-02 09:15:00,144.0,6.7,65.0
2020-08-02 09:16:00,194.0,5.86,44.0
2020-08-02 09:17:00,157.0,6.23,56.0
2020-08-02 09:18:00,147.0,6.18,48.0
2020-08-02 09:19:00,149.0,5.73,71.0
2020-08-02 09:20:00,162.0,7.87,44.0
2020-08-02 09:21:00,166.0,6.27,51.0
2020-08-02 09:22:00,150.0,5.8,43.0
2020-08-02 09:23:00,165.0,7.26,54.0
2020-08-02 09:24:00,175.0,6.54,58.0
2020-08-02 09:25:00,130.0,7.54,57.0
2020-08-02 09:26:00,157.0,6.18,46.0
2020-08-02 09:27:00,167.0,6.16,78.0
2020-08-02 09:28:00,181.0,6.89,46.0
2020-08-02 09:29:00,144.0,5.61,54.0
2020-08-02 09:30:00,158.0,5.65,53.0
2020-08-02 09:31:00,148.0,5.63,51.0
2020-08-02 09:32:00,139.0,4.99,48.0
2020-08-02 09:33:00,170.0,5.54,61.0
2020-08-02 09:34:00,169.0,6.04,49.0
2020-08-02 09:35:00,137.0,6.02,50.0
2020-08-02 09:36:00,151.0,6.86,48.0
2020-08-02 09:37:00,164.0,5.85,53.0
2020-08-02 09:38:00,158.0,5.32,58.0
2020-08-02 09:39:00,157.0,4.64,63.0
2020-08-02 09:40:00,155.0,4.66,52.0
2020-08-02 09:41:00,135.0,4.95,53.0
2020-08-02 09:42:00,149.0,5.27,53.0
2020-08-02 09:43:00,140.0,6.51,52.0
2020-08-02 09:44:00,157.0,4.56,42.0
2020-08-02 09:45:00,167.0,4.78,61.0
2020-08-02 09:46:00,139.0,6.07,51.0
